m/z	id	match_form	mz_difference	name	pathway
156.0496	C06608	M(C13)+H[1+]	-0.0006	Diethylphosphoric acid; O,O-Diethylphosphoric acid	Parathio degradation
156.1012	C00535	M+H+Na[2+]	-0.0015	Testosterone; 17beta-Hydroxy-4-androsten-3-one	C21-steroid hormone biosynthesis and metabolism$Androgen and estrogen biosynthesis and metabolism
156.1012	C00674	M+H+Na[2+]	-0.0015	5alpha-Androstane-3,17-dione; Androstanedione	Androgen and estrogen biosynthesis and metabolism
156.1012	C01227	M+H+Na[2+]	-0.0015	3beta-Hydroxyandrost-5-en-17-one; Dehydroepiandrosterone; Dehydroisoandrosterone; DHA; DHEA	C21-steroid hormone biosynthesis and metabolism$Androgen and estrogen biosynthesis and metabolism
156.1012	C03772	M+H+Na[2+]	-0.0015	5beta-Androstane-3,17-dione	C21-steroid hormone biosynthesis and metabolism$Androgen and estrogen biosynthesis and metabolism
156.1012	dhea	M+H+Na[2+]	-0.0015	Dehydroepiandrosterone	C21-steroid hormone biosynthesis and metabolism
156.1029	C00535	M+H+Na[2+]	0.0002	Testosterone; 17beta-Hydroxy-4-androsten-3-one	C21-steroid hormone biosynthesis and metabolism$Androgen and estrogen biosynthesis and metabolism
156.1029	C00674	M+H+Na[2+]	0.0002	5alpha-Androstane-3,17-dione; Androstanedione	Androgen and estrogen biosynthesis and metabolism
156.1029	C01227	M+H+Na[2+]	0.0002	3beta-Hydroxyandrost-5-en-17-one; Dehydroepiandrosterone; Dehydroisoandrosterone; DHA; DHEA	C21-steroid hormone biosynthesis and metabolism$Androgen and estrogen biosynthesis and metabolism
156.1029	C03772	M+H+Na[2+]	0.0002	5beta-Androstane-3,17-dione	C21-steroid hormone biosynthesis and metabolism$Androgen and estrogen biosynthesis and metabolism
156.1029	dhea	M+H+Na[2+]	0.0002	Dehydroepiandrosterone	C21-steroid hormone biosynthesis and metabolism
156.99	C00042	M+K[1+]	0.0006	Succinate; Succinic acid; Butanedionic acid; Ethylenesuccinic acid	Valine, leucine and isoleucine degradation$Phytanic acid peroxisomal oxidation$Arginine and Proline Metabolism$TCA cycle$Butanoate metabolism$Lysine metabolism$Glutamate metabolism$Fatty acid oxidation, peroxisome
156.99	C00511	M+HCOOK[1+]	0.0003	Propenoate; Acrylic acid; Acrylate; 2-Propenoic acid; Vinylformic acid	
156.99	C00546	M+HCOOK[1+]	0.0003	Methylglyoxal; Pyruvaldehyde; Pyruvic aldehyde; 2-Ketopropionaldehyde; 2-Oxopropanal	Pyruvate Metabolism$Glycine, serine, alanine and threonine metabolism
156.99	C00988	M+H[1+]	0.0003	2-Phosphoglycolate; Phosphoglycolic acid	Glycine, serine, alanine and threonine metabolism$Glyoxylate and Dicarboxylate Metabolism
156.99	C02170	M+K[1+]	0.0006	Methylmalonate; Methylmalonic acid	Valine, leucine and isoleucine degradation
156.99	CE0737	M+HCOOK[1+]	0.0003	malonic dialdehyde	Prostaglandin formation from arachidonate
157.1216	C04717	M+2H[2+]	-0.0007	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
157.1216	C14827	M+2H[2+]	-0.0007	9(S)-HPODE; 9(S)-HPOD; (10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid	Linoleate metabolism
157.1216	CE2006	M+H[1+]	-0.0007		Linoleate metabolism
157.1216	CE6506	M+H[1+]	-0.0007		Linoleate metabolism
158.0261	C00155	M+Na[1+]	0.0014	L-Homocysteine; L-2-Amino-4-mercaptobutyric acid	Glycine, serine, alanine and threonine metabolism$Methionine and cysteine metabolism
158.0353	C02617	M[1+]	-0.0015		Xenobiotics metabolism
158.0353	C14783	M[1+]	-0.0015		Xenobiotics metabolism
158.044	C00147	M+Na[1+]	0.0002	Adenine; 6-Aminopurine	Arginine and Proline Metabolism$Purine metabolism
158.044	C01551	M[1+]	0.0	Allantoin; 5-Ureidohydantoin; Glyoxyldiureide	Purine metabolism
158.044	C02220	M+H[1+]	-0.0008	2-Aminomuconate; 2-Aminomuconic acid; o-Aminomuconate	Tryptophan metabolism
158.044	C04640	M(C13)+2H[2+]	0.0013	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine; 1-(5'-Phosphoribosyl)-N-formylglycinamidine; 5'-Phosphoribosyl-N-formylglycinamidine; 5'-Phosphoribosylformylglycinamidine; 2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine	Purine metabolism
158.0673	C14090	M(C13)+H[1+]	-0.0009	1-Naphthaldehyde; 1-Formylnaphthalene	1- and 2-Methylnaphthalene degradation
158.0673	C14099	M(C13)+H[1+]	-0.0009	2-Naphthaldehyde; 2-Naphthalenecarboxaldehyde	1- and 2-Methylnaphthalene degradation
158.1172	CE2209	M+H+Na[2+]	-0.0012	5alpha-androstane-3alpha,17beta-diol	Androgen and estrogen biosynthesis and metabolism
159.0264	C00184	M+HCOONa[1+]	0.0	Glycerone; Dihydroxyacetone; 1,3-Dihydroxyacetone; 1,3-Dihydroxy-2-propanone; 1,3-Dihydroxypropan-2-one	Glycerophospholipid metabolism
159.0264	C00186	M+HCOONa[1+]	0.0	(S)-Lactate; L-Lactate; L-Lactic acid	Pyruvate Metabolism$Glycolysis and Gluconeogenesis
159.0264	C00256	M+HCOONa[1+]	0.0	(R)-Lactate; D-Lactate; D-Lactic acid; D-2-Hydroxypropanoic acid; D-2-Hydroxypropionic acid	Pyruvate Metabolism$Glycine, serine, alanine and threonine metabolism
159.0264	C00262	M+Na[1+]	-0.0014	Hypoxanthine; Purine-6-ol	Purine metabolism
159.0264	C00577	M+HCOONa[1+]	0.0	D-Glyceraldehyde	Galactose metabolism$Glycerophospholipid metabolism$Fructose and mannose metabolism
159.0264	C01013	M+HCOONa[1+]	0.0	3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid	Beta-Alanine metabolism$Propanoate metabolism
159.0264	C01620	M+Na[1+]	-0.0001		Ascorbate (Vitamin C) and Aldarate Metabolism
159.0478	C02220	M(C13)+H[1+]	-0.0004	2-Aminomuconate; 2-Aminomuconic acid; o-Aminomuconate	Tryptophan metabolism
159.0492	C02220	M(C13)+H[1+]	0.001	2-Aminomuconate; 2-Aminomuconic acid; o-Aminomuconate	Tryptophan metabolism
159.967	CE1950	M+HCOONa[1+]	-0.0005	cyanosulfurous acid anion	
160.015	C09815	M+K[1+]	-0.0006	Benzamide	
160.0417	C02220	M(Cl37)+H[1+]	-0.0003	2-Aminomuconate; 2-Aminomuconic acid; o-Aminomuconate	Tryptophan metabolism
160.0417	C02220	M(S34)+H[1+]	0.0011	2-Aminomuconate; 2-Aminomuconic acid; o-Aminomuconate	Tryptophan metabolism
160.061	1mncam	M+Na[1+]	0.0002	1-Methylnicotinamide	Vitamin B3 (nicotinate and nicotinamide) metabolism
160.061	C02918	M+Na[1+]	0.0002	1-Methylnicotinamide	Vitamin B3 (nicotinate and nicotinamide) metabolism
160.0614	1mncam	M+Na[1+]	0.0006	1-Methylnicotinamide	Vitamin B3 (nicotinate and nicotinamide) metabolism
160.0614	C02918	M+Na[1+]	0.0006	1-Methylnicotinamide	Vitamin B3 (nicotinate and nicotinamide) metabolism
160.0756	C00637	M+H[1+]	-0.0001	Indole-3-acetaldehyde; 2-(Indol-3-yl)acetaldehyde; Indoleacetaldehyde	Tryptophan metabolism
160.0756	C14789	M+H[1+]	-0.0001		Xenobiotics metabolism
160.0956	C03087	M+H[1+]	-0.0012	5-Acetamidopentanoate	Butanoate metabolism
160.096	C03087	M+H[1+]	-0.0008	5-Acetamidopentanoate	Butanoate metabolism
160.1136	CE2084	M(C13)+2H[2+]	-0.0012	5-oxo-(6E,8Z,11Z,14Z)-eicosatetraenoic acid	Arachidonic acid metabolism
160.1136	CE6473	M(C13)+2H[2+]	-0.0012		Leukotriene metabolism
160.1136	CE7081	M(C13)+2H[2+]	-0.0012	15(R)-HEPE	Putative anti-Inflammatory metabolites formation from EPA
160.1136	CE7082	M(C13)+2H[2+]	-0.0012		Putative anti-Inflammatory metabolites formation from EPA
160.1136	CE7085	M(C13)+2H[2+]	-0.0012	5-HEPE	Putative anti-Inflammatory metabolites formation from EPA
160.1136	CE7089	M(C13)+2H[2+]	-0.0012	11R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
160.1136	CE7090	M(C13)+2H[2+]	-0.0012	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
160.1802	C16565	M+H[1+]	-0.0006		Glutathione Metabolism
160.8981	C14870	M+K[1+]	-0.0014	2-Bromoacetaldehyde	Xenobiotics metabolism
160.9665	C05823	M+K[1+]	-0.0001	3-Mercaptolactate; L-3-Mercaptolactate; (R)-3-Mercaptolactate	Methionine and cysteine metabolism
161.046	C00322	M+H[1+]	0.0015	2-Oxoadipate; 2-Oxoadipic acid	Tryptophan metabolism$Lysine metabolism$Vitamin B1 (thiamin) metabolism
161.046	C01551	M(S34)+H[1+]	-0.0011	Allantoin; 5-Ureidohydantoin; Glyoxyldiureide	Purine metabolism
161.0491	C01551	M(Cl37)+H[1+]	0.0006	Allantoin; 5-Ureidohydantoin; Glyoxyldiureide	Purine metabolism
161.0491	C05637	M[1+]	0.0014	4,8-Dihydroxyquinoline; Quinoline-4,8-diol	Tryptophan metabolism
161.0491	C05639	M[1+]	0.0014	4,6-Dihydroxyquinoline; Quinoline-4,6-diol	Tryptophan metabolism
161.0702	C00956	M[1+]	0.0014	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate	Lysine metabolism
161.1067	C00318	M[1+]	0.0015	L-Carnitine; L-gamma-Trimethyl-beta-hydroxybutyrobetaine; Vitamin BT; 3-Carboxy-2-hydroxy-N,N,N-trimethyl-1-propanaminium hydroxide, inner salt; Levocarnitine; (R)-Carnitine	Saturated fatty acids beta-oxidation$Lysine metabolism$Carnitine shuttle$Fatty Acid Metabolism
161.1067	C00390	M+2H[2+]	0.0	Ubiquinol; QH2; CoQH2	Electron transport chain$TCA cycle
161.1067	C00398	M+H[1+]	-0.0006	Tryptamine; 3-(2-Aminoethyl)indole	Tryptophan metabolism
161.536	C03492	M+H+Na[2+]	-0.0008	D-4'-Phosphopantothenate; (R)-4'-Phosphopantothenate	Vitamin B5 - CoA biosynthesis from pantothenate
161.8988	C05172	M[1+]	0.0003	Selenophosphate	Selenoamino acid metabolism
162.1118	C00318	M+H[1+]	-0.0007	L-Carnitine; L-gamma-Trimethyl-beta-hydroxybutyrobetaine; Vitamin BT; 3-Carboxy-2-hydroxy-N,N,N-trimethyl-1-propanaminium hydroxide, inner salt; Levocarnitine; (R)-Carnitine	Saturated fatty acids beta-oxidation$Lysine metabolism$Carnitine shuttle$Fatty Acid Metabolism
162.1118	C00398	M(C13)+H[1+]	0.0011	Tryptamine; 3-(2-Aminoethyl)indole	Tryptophan metabolism
162.1118	C00487	M[1+]	-0.0012	Carnitine; gamma-Trimethyl-hydroxybutyrobetaine; 3-Hydroxy-4-trimethylammoniobutanoate	Lysine metabolism$Aspartate and asparagine metabolism
163.0746	C06205	M+H[1+]	-0.0008	1,2-Dihydronaphthalene-1,2-diol	Xenobiotics metabolism
163.9874	C03557	M+K[1+]	0.0004	(2-Aminoethyl)phosphonate; 2-Aminoethylphosphonate; Ciliatine	Aminosugars metabolism$Glycerophospholipid metabolism
164.0078	C00346	M+Na[1+]	-0.0006	Ethanolamine phosphate; O-Phosphorylethanolamine; Phosphoethanolamine; O-Phosphoethanolamine	Glycosphingolipid metabolism$Glycerophospholipid metabolism
164.0487	C00166	M[1+]	0.0014	Phenylpyruvate; Phenylpyruvic acid; alpha-Ketohydrocinnamic acid; keto-Phenylpyruvate; 3-Phenyl-2-oxopropanoate	Tyrosine metabolism
164.0487	C00811	M[1+]	0.0014	4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate	Ubiquinone Biosynthesis
164.0487	C02763	M[1+]	0.0014	enol-Phenylpyruvate; enol-Phenylpyruvic acid; enol-alpha-Ketohydrocinnamic acid; 2-Hydroxy-3-phenylpropenoate	Tyrosine metabolism
164.0487	C05838	M[1+]	0.0014	cis-2-Hydroxycinnamate; 2-Coumarinate	Hexose phosphorylation
164.0698	C01019	M[1+]	0.0013	6-Deoxy-L-galactose; L-Fucose	Keratan sulfate degradation$N-Glycan Degradation$Fructose and mannose metabolism
164.1192	C00219	M+H+Na[2+]	0.0008	(5Z,8Z,11Z,14Z)-Icosatetraenoic acid; Arachidonate; Arachidonic acid; cis-5,8,11,14-Eicosatetraenoic acid	Prostaglandin formation from arachidonate$Leukotriene metabolism$Glycerophospholipid metabolism$Arachidonic acid metabolism$Omega-6 fatty acid metabolism$De novo fatty acid biosynthesis
165.1268	C03242	M+H+Na[2+]	0.0006	(8Z,11Z,14Z)-Icosatrienoic acid; Dihomo-gamma-linolenic acid; (Z,Z,Z)-8,11,14-Eicosatrienoic acid; (Z,Z,Z)-8,11,14-Icosatrienoic acid; (Z,Z,Z)-8,11,14-Eicosatrienoate; (Z,Z,Z)-8,11,14-Icosatrienoate; 8,11,14-Eicosatrienoate; 8,11,14-Icosatrienoate	Fatty acid activation$De novo fatty acid biosynthesis
165.1268	C06429	M+2H[2+]	-0.0006	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid; 4,7,10,13,16,19-Docosahexaenoic acid; Docosahexaenoic acid	De novo fatty acid biosynthesis
165.1269	C03242	M+H+Na[2+]	0.0007	(8Z,11Z,14Z)-Icosatrienoic acid; Dihomo-gamma-linolenic acid; (Z,Z,Z)-8,11,14-Eicosatrienoic acid; (Z,Z,Z)-8,11,14-Icosatrienoic acid; (Z,Z,Z)-8,11,14-Eicosatrienoate; (Z,Z,Z)-8,11,14-Icosatrienoate; 8,11,14-Eicosatrienoate; 8,11,14-Icosatrienoate	Fatty acid activation$De novo fatty acid biosynthesis
165.1269	C06429	M+2H[2+]	-0.0005	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid; 4,7,10,13,16,19-Docosahexaenoic acid; Docosahexaenoic acid	De novo fatty acid biosynthesis
166.0527	C05947	M(Cl37)+H[1+]	0.0001	L-erythro-4-Hydroxyglutamate	Arginine and Proline Metabolism$Aspartate and asparagine metabolism
166.0527	C05947	M(S34)+H[1+]	0.0015	L-erythro-4-Hydroxyglutamate	Arginine and Proline Metabolism$Aspartate and asparagine metabolism
166.0853	C00079	M+H[1+]	-0.001	L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid	Tyrosine metabolism$Biopterin metabolism
166.0853	CE2172	M+H[1+]	-0.001		Tyrosine metabolism
167.0322	C06196	M+2H[2+]	-0.0012	2'-Deoxyinosine 5'-phosphate; dIMP	Purine metabolism
167.0331	C06196	M+2H[2+]	-0.0003	2'-Deoxyinosine 5'-phosphate; dIMP	Purine metabolism
167.0563	C05411	M+H[1+]	0.0013		Ascorbate (Vitamin C) and Aldarate Metabolism
167.0563	C05412	M+H[1+]	0.0013		Ascorbate (Vitamin C) and Aldarate Metabolism
167.0563	C16353	M+H[1+]	-0.0001		Caffeine metabolism
167.0563	C16358	M+H[1+]	-0.0001	1-Methylxanthine	Caffeine metabolism
167.0563	CE5542	M+H[1+]	-0.0014	noradrenochrome o-semiquinone	Tyrosine metabolism
167.0886	C00079	M(C13)+H[1+]	-0.0011	L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid	Tyrosine metabolism$Biopterin metabolism
167.0886	CE2172	M(C13)+H[1+]	-0.0011		Tyrosine metabolism
167.981	C00074	M[1+]	-0.0014	Phosphoenolpyruvate; Phosphoenolpyruvic acid; PEP	Purine metabolism$Sialic acid metabolism$Pyrimidine metabolism$TCA cycle$Glycolysis and Gluconeogenesis$Aminosugars metabolism$Carbon fixation
168.0047	C01879	M+K[1+]	-0.0007	5-Oxoproline; Pyroglutamic acid; 5-Pyrrolidone-2-carboxylic acid; Pyroglutamate; 5-Oxo-L-proline; L-Pyroglutamic acid; L-5-Pyrrolidone-2-carboxylic acid	Glutathione Metabolism$Aspartate and asparagine metabolism
168.0047	C02238	M+K[1+]	-0.0007	5-Oxo-L-proline	Aspartate and asparagine metabolism
168.0047	C04281	M+K[1+]	-0.0007	L-1-Pyrroline-3-hydroxy-5-carboxylate; 3-Hydroxy-L-1-pyrroline-5-carboxylate; (3R,5S)-1-Pyrroline-3-hydroxy-5-carboxylate	Arginine and Proline Metabolism$Aspartate and asparagine metabolism
168.0047	C04282	M+K[1+]	-0.0007	1-Pyrroline-4-hydroxy-2-carboxylate	Aspartate and asparagine metabolism
168.0047	C14873	M(C13)+H[1+]	0.0004		Xenobiotics metabolism
168.0643	C00250	M+H[1+]	-0.0012	Pyridoxal	Vitamin B6 (pyridoxine) metabolism
168.0643	C02946	M+Na[1+]	0.0011	4-Acetamidobutanoate; N4-Acetylaminobutanoate	Arginine and Proline Metabolism$Urea cycle/amino group metabolism$Aspartate and asparagine metabolism
168.0643	C03239	M+Na[1+]	0.0011	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate	Lysine metabolism
168.0643	C04076	M+Na[1+]	0.0011	L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde	Lysine metabolism
168.0761	C16396	M+H[1+]	-0.0007	2,4-Diamino-6-nitrotoluene	
168.0761	CE2102	M+2H[2+]	-0.0004	lipoyllysine	Lipoate metabolism
168.08	C06459	M[1+]	0.001	N-Trimethyl-2-aminoethylphosphonate; 2-Trimethylaminoethylphosphonate	Aminosugars metabolism$Glycerophospholipid metabolism
168.9658	C05688	M[1+]	0.0016	Selenocysteine	Selenoamino acid metabolism
168.9891	C00074	M+H[1+]	-0.0006	Phosphoenolpyruvate; Phosphoenolpyruvic acid; PEP	Purine metabolism$Sialic acid metabolism$Pyrimidine metabolism$TCA cycle$Glycolysis and Gluconeogenesis$Aminosugars metabolism$Carbon fixation
168.9891	C00490	M+K[1+]	-0.0003	Itaconate; Itaconic acid; Methylenesuccinic acid	C5-Branched dibasic acid metabolism
168.9891	C01732	M+K[1+]	-0.0003	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid	C5-Branched dibasic acid metabolism
168.9891	C06144	M+HCOOK[1+]	-0.0006	3-Butynoate	Butanoate metabolism
169.0946	C00047	M+Na[1+]	-0.0002	L-Lysine; Lysine acid; 2,6-Diaminohexanoic acid	Lysine metabolism$Vitamin H (biotin) metabolism$Aspartate and asparagine metabolism$Lipoate metabolism
169.1212	C00959	M+2H[2+]	-0.0011	Prostaglandin B1	Prostaglandin formation from arachidonate
169.1212	C02165	M+2H[2+]	-0.0011	Leukotriene B4; (6Z,8E,10E,14Z)-(5S,12R)-5,12-Dihydroxyeicosa-6,8,10,14-tetraenoate; (6Z,8E,10E,14Z)-(5S,12R)-5,12-Dihydroxyicosa-6,8,10,14-tetraenoate	Leukotriene metabolism$Arachidonic acid metabolism
169.1212	C04685	M+2H[2+]	-0.0011	(13E)-(15S)-15-Hydroxy-9-oxoprosta-10,13-dienoate; Prostaglandin A1; PGA1	Prostaglandin formation from arachidonate
169.1212	C04686	M+2H[2+]	-0.0011	(13E)-(15S)-15-Hydroxy-9-oxoprosta-11,13-dienoate; Prostaglandin C1	Prostaglandin formation from arachidonate
169.1212	C04849	M+2H[2+]	-0.0011	(5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoic acid; (5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoate; Hepoxilin A3	Arachidonic acid metabolism
169.1212	C05356	M+2H[2+]	-0.0011	5(S)-HPETE; 5(S)-Hydroperoxy-6-trans-8,11,14-cis-eicosatetraenoic acid; (6E,8Z,11Z,14Z)-(5S)-5-Hydroperoxyeicosa-6,8,11,14-tetraenoate; (6E,8Z,11Z,14Z)-(5S)-5-Hydroperoxyeicosa-6,8,11,14-tetraenoic acid; (5S,6E,8Z,11Z,14Z)-5-hydroperoxyicosa-6,8,11,14-tetraenoate	Leukotriene metabolism$Arachidonic acid metabolism
169.1212	C05965	M+2H[2+]	-0.0011	12(S)-HPETE; (5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoic acid; (5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoate; 12-Hydroperoxyeicosatetraenoate; 12-Hydroperoxyicosatetraenoate; 12-Hydroperoxyeicosatetraenoic acid; 12-Hydroperoxyicosatetraenoic acid	Arachidonic acid metabolism
169.1212	C05966	M+2H[2+]	-0.0011	15(S)-HPETE; (5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoic acid; 15-Hydroperoxyeicosatetraenoate; 15-Hydroperoxyicosatetraenoate; 15-Hydroperoxyeicosatetraenoic acid; 15-Hydroperoxyicosatetraenoic acid; (5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoate	Arachidonic acid metabolism
169.1212	C14781	M+2H[2+]	-0.0011	15H-11,12-EETA; 15-Hydroxy-11,12-epoxyeicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12-Epoxy-15-hydroxyeicosa-5,8,13-trienoic acid; (5Z,8Z,13E)-(15S)-11,12-Epoxy-15-hydroxyicosa-5,8,13-trienoic acid	Arachidonic acid metabolism
169.1212	C14813	M+2H[2+]	-0.0011	11H-14,15-EETA; 11-Hydroxy-14,15-EETA; 11-Hydroxy-14,15-epoxyeicosatrienoic acid; (5Z,8Z,12E)-14,15-Epoxy-11-hydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,12E)-14,15-Epoxy-11-hydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
169.1212	CE2061	M+H[1+]	-0.0011		Linoleate metabolism
169.1212	CE2445	M(C13)+2H[2+]	0.0011	6-trans-leukotriene B4	Leukotriene metabolism
169.1212	CE2446	M(C13)+2H[2+]	0.0011	6E-12-epi-LTB4	Leukotriene metabolism
169.1212	CE2449	M(C13)+2H[2+]	0.0011	11,12-dihydroxy-5(E),7(E),9(E),14(Z)-eicosatetraenoate	Arachidonic acid metabolism
169.1212	CE5179	M(C13)+2H[2+]	0.0011	6,7-dihydro-5-oxo-leukotriene B4	Leukotriene metabolism
169.1212	CE5343	M(C13)+2H[2+]	0.0011	6,7-dihydro-5-oxo-12-epi-LTB4	Leukotriene metabolism
169.1212	CE5815	M(C13)+2H[2+]	0.0011	20-hydroxy-5S-HETE	Arachidonic acid metabolism
169.1212	CE5944	M(C13)+2H[2+]	0.0011	10,11-dihydro-12-oxo-LTB4	Leukotriene metabolism
169.1212	CE6240	M(C13)+2H[2+]	0.0011	9-deoxy-delta12-PGD2	Prostaglandin formation from arachidonate
169.1212	CE6246	M(C13)+2H[2+]	0.0011	5,12-DiHETE	Leukotriene metabolism$Arachidonic acid metabolism
169.1212	CE6251	M(C13)+2H[2+]	0.0011	12,20-DiHETE	Arachidonic acid metabolism
169.1212	CE6474	M(C13)+2H[2+]	0.0011		Leukotriene metabolism
169.1212	CE7096	M(C13)+2H[2+]	0.0011	5,15-DiHETE	Arachidonic acid metabolism
169.1212	CE7172	M(C13)+2H[2+]	0.0011	14,15-DiHETE	Arachidonic acid metabolism
169.1215	C00959	M+2H[2+]	-0.0008	Prostaglandin B1	Prostaglandin formation from arachidonate
169.1215	C02165	M+2H[2+]	-0.0008	Leukotriene B4; (6Z,8E,10E,14Z)-(5S,12R)-5,12-Dihydroxyeicosa-6,8,10,14-tetraenoate; (6Z,8E,10E,14Z)-(5S,12R)-5,12-Dihydroxyicosa-6,8,10,14-tetraenoate	Leukotriene metabolism$Arachidonic acid metabolism
169.1215	C04685	M+2H[2+]	-0.0008	(13E)-(15S)-15-Hydroxy-9-oxoprosta-10,13-dienoate; Prostaglandin A1; PGA1	Prostaglandin formation from arachidonate
169.1215	C04686	M+2H[2+]	-0.0008	(13E)-(15S)-15-Hydroxy-9-oxoprosta-11,13-dienoate; Prostaglandin C1	Prostaglandin formation from arachidonate
169.1215	C04849	M+2H[2+]	-0.0008	(5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoic acid; (5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoate; Hepoxilin A3	Arachidonic acid metabolism
169.1215	C05356	M+2H[2+]	-0.0008	5(S)-HPETE; 5(S)-Hydroperoxy-6-trans-8,11,14-cis-eicosatetraenoic acid; (6E,8Z,11Z,14Z)-(5S)-5-Hydroperoxyeicosa-6,8,11,14-tetraenoate; (6E,8Z,11Z,14Z)-(5S)-5-Hydroperoxyeicosa-6,8,11,14-tetraenoic acid; (5S,6E,8Z,11Z,14Z)-5-hydroperoxyicosa-6,8,11,14-tetraenoate	Leukotriene metabolism$Arachidonic acid metabolism
169.1215	C05965	M+2H[2+]	-0.0008	12(S)-HPETE; (5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoic acid; (5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoate; 12-Hydroperoxyeicosatetraenoate; 12-Hydroperoxyicosatetraenoate; 12-Hydroperoxyeicosatetraenoic acid; 12-Hydroperoxyicosatetraenoic acid	Arachidonic acid metabolism
169.1215	C05966	M+2H[2+]	-0.0008	15(S)-HPETE; (5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoic acid; 15-Hydroperoxyeicosatetraenoate; 15-Hydroperoxyicosatetraenoate; 15-Hydroperoxyeicosatetraenoic acid; 15-Hydroperoxyicosatetraenoic acid; (5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoate	Arachidonic acid metabolism
169.1215	C14781	M+2H[2+]	-0.0008	15H-11,12-EETA; 15-Hydroxy-11,12-epoxyeicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12-Epoxy-15-hydroxyeicosa-5,8,13-trienoic acid; (5Z,8Z,13E)-(15S)-11,12-Epoxy-15-hydroxyicosa-5,8,13-trienoic acid	Arachidonic acid metabolism
169.1215	C14813	M+2H[2+]	-0.0008	11H-14,15-EETA; 11-Hydroxy-14,15-EETA; 11-Hydroxy-14,15-epoxyeicosatrienoic acid; (5Z,8Z,12E)-14,15-Epoxy-11-hydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,12E)-14,15-Epoxy-11-hydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
169.1215	CE2061	M+H[1+]	-0.0008		Linoleate metabolism
169.1215	CE2445	M(C13)+2H[2+]	0.0014	6-trans-leukotriene B4	Leukotriene metabolism
169.1215	CE2446	M(C13)+2H[2+]	0.0014	6E-12-epi-LTB4	Leukotriene metabolism
169.1215	CE2449	M(C13)+2H[2+]	0.0014	11,12-dihydroxy-5(E),7(E),9(E),14(Z)-eicosatetraenoate	Arachidonic acid metabolism
169.1215	CE5179	M(C13)+2H[2+]	0.0014	6,7-dihydro-5-oxo-leukotriene B4	Leukotriene metabolism
169.1215	CE5343	M(C13)+2H[2+]	0.0014	6,7-dihydro-5-oxo-12-epi-LTB4	Leukotriene metabolism
169.1215	CE5815	M(C13)+2H[2+]	0.0014	20-hydroxy-5S-HETE	Arachidonic acid metabolism
